ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
15.32324,6.960537,6.278725,5.368415,3.839684,-37.95856,0.2791744,-36.95318,16.70707,LEFT_ACCELERATE
14.08748,6.695631,7.366143,5.439346,3.769294,-36.83789,0.2791645,-37.89426,16.80534,ACCELERATE
12.73367,6.305084,11.9807,5.38791,3.892271,-35.76145,0.2791623,-38.8357,16.90136,ACCELERATE
11.36225,5.811378,-1,5.208241,4.212645,-34.60967,0.2791601,-39.85901,17.00481,LEFT_ACCELERATE
10.64915,5.433161,-1,4.954108,4.54715,-33.51127,0.2791612,-40.75901,17.10018,LEFT_ACCELERATE
9.383052,4.885427,-1,4.623498,5.069917,-32.28851,0.2791608,-41.71187,17.20426,LEFT_ACCELERATE
8.713847,4.436331,-1,4.220636,5.532596,-31.10974,0.2791646,-42.54741,17.30136,LEFT_ACCELERATE
8.914839,4.140136,17.94215,3.811164,5.79923,-29.8182,0.2791866,-43.25908,17.4006,LEFT_ACCELERATE
11.32217,4.116126,12.60287,3.513553,5.846683,-28.35683,0.27921,-43.76891,17.50494,LEFT_ACCELERATE
18.19141,4.313503,10.11382,3.448069,5.789596,-26.95301,0.2792047,-43.99472,17.60076,LEFT_ACCELERATE
-1,4.62651,8.818989,3.506404,5.694949,-25.42843,0.2791862,-44.04376,17.70338,LEFT_ACCELERATE
-1,4.867686,8.304068,3.58525,5.617608,-23.96525,0.2791725,-44.01062,17.80168,LEFT_ACCELERATE
-1,4.936621,8.195792,3.612517,5.593086,-22.49612,0.2791633,-43.98864,17.90034,LEFT_ACCELERATE
-1,5.185555,7.820013,3.659461,5.540561,-20.99503,0.2791622,-43.937,18.0012,LEFT_ACCELERATE
-1,5.285777,7.712714,3.718418,5.48171,-19.41714,0.2791612,-43.87894,18.10721,ACCELERATE
-1,5.338304,7.661294,3.756365,5.443749,-17.95827,0.279161,-43.84214,18.20518,ACCELERATE
-1,5.376107,7.624271,3.783683,5.416423,-16.47563,0.2791603,-43.81526,18.30474,ACCELERATE
-1,5.404127,7.596761,3.803852,5.396246,-14.98731,0.2791611,-43.79521,18.40466,ACCELERATE
-1,5.426417,7.574841,3.819812,5.380284,-13.48111,0.27916,-43.77952,18.50579,ACCELERATE
-1,5.444074,7.5574,3.832388,5.367706,-11.99514,0.2791605,-43.76706,18.60555,ACCELERATE
-1,5.458615,7.543055,3.84271,5.357382,-10.5458,0.2791601,-43.7568,18.70286,ACCELERATE
19.30386,5.471702,7.534798,3.851965,5.348127,-9.08078,0.2791596,-43.7477,18.80121,ACCELERATE
17.79955,5.476417,7.619482,3.860445,5.339647,-7.569818,0.2791612,-43.73922,18.90265,ACCELERATE
16.2925,5.417883,7.913902,3.868327,5.331767,-6.05976,0.2791595,-43.73135,19.00403,ACCELERATE
14.79065,5.268661,8.547269,3.875781,5.324313,-4.540833,0.2791605,-43.72384,19.106,ACCELERATE
13.81798,5.15037,9.228488,3.880659,5.317319,-3.122013,0.27916,-43.69723,19.20129,LEFT_ACCELERATE
14.04914,5.290215,8.87423,3.932569,5.269061,-1.624235,0.2791724,-43.55213,19.30249,LEFT_ACCELERATE
15.20785,5.733091,7.762105,4.097548,5.125287,-0.1134242,0.2791848,-43.19516,19.407,LEFT_ACCELERATE
15.51275,6.053601,7.281291,4.326058,4.915972,1.253802,0.2791767,-42.71236,19.50447,LEFT_ACCELERATE
14.73197,6.082669,7.527036,4.494762,4.715105,2.615367,0.2791674,-42.18282,19.60256,LEFT_ACCELERATE
14.38407,6.149609,7.625828,4.634185,4.570868,4.004883,0.2791637,-41.57829,19.70436,LEFT_ACCELERATE
13.46651,6.034172,8.666131,4.725994,4.475422,5.36512,0.2791634,-40.91795,19.80589,ACCELERATE
12.11102,5.705245,-1,4.698085,4.540865,6.734809,0.2791606,-40.26303,19.90782,LEFT_ACCELERATE
11.58681,5.505055,-1,4.610514,4.655289,7.989053,0.2791635,-39.59824,20.00321,LEFT_ACCELERATE
11.95555,5.520629,-1,4.526365,4.709531,9.248599,0.2791869,-38.73373,20.10604,LEFT_ACCELERATE
13.17552,5.791525,9.585219,4.557367,4.641895,10.31607,0.2792004,-37.71244,20.20558,LEFT_ACCELERATE
14.06326,6.052746,8.201735,4.687558,4.510973,11.19674,0.2791885,-36.60009,20.30107,LEFT_ACCELERATE
14.24456,6.165787,7.993563,4.820755,4.376141,12.07336,0.2791778,-35.28876,20.40706,LEFT_ACCELERATE
15.45109,6.442144,7.145028,4.951621,4.245627,12.77368,0.2791862,-33.98714,20.50651,LEFT_ACCELERATE
19.46281,7.047894,5.935399,5.180108,4.05068,13.25579,0.2792079,-32.64777,20.60242,LEFT_ACCELERATE
